comments	hate
정말 마음이따뜻해지는 영화네요 재미있었어요 진이씨 멋있었어요 ㅋ	0
여자는 역시 꾸미기전과 후가 하늘과땅차이....진짜미인은 청바지에 싸구려 면티만 입어도 빛이나더라	1
하승진 얼굴에 저런 여자랑 결혼하다니	1
그냥 프레임 전환.	0
다른 사람과 다름을 인정해 주면 되는데틀리다고 잣대질 하는 사람들늙닭이니 틀탁이니 기성세대 욕하는 젊은 세대의꼰대질 내가 못하는 걸 하니까 틀리다고	0
주다해 보고싶다막장이지만 끌리는 막장	0
대한민국 최고 중 최고의 드라마	0
에고... 세상이 어찌되려구... ㅠ.ㅠ	0
그래도 국제적인 평창올림픽 가수는 엑소!!!	0
시발ㅋㅋㅋㅋㅋㅋㅋ잠 못자겠네ㅋㅋㅋ	1
유튜브 코인 타느라 저딴거 신경쓸 시간 없음	0
미숙아?? 이거 실화임? ㅋㅋㅋ	1
어 그러네?	0
너 딱 나랑살면알맞겠다	0
코미디, 문학, 와인, 재즈, 모든게 어울어진... 그리고 마지막의 슈발블랑	0
결론은 빠순이들이 문제라는거 아냐	1
많은 감정과 긴 여운을 남긴다	0
반전. 타마키히로시와 아오이유우 굿	0
꼭 보고말꺼야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
진짜 여자 심각하게 예쁨	0
정말 캐리비안의 해적 판타지계의 톱영화 중 하나!	0
뒤로 갈수록 강렬하게 각인시키는 영화적 힘. 켄 로치, 마이크 리, 존 크로울리를 잇는 영국영화 특유의 분위기와 문법이 보인다.	0
사법부가 바뀌어야 함	0
배우들의 심리 묘사 굿. 평점 8.0	0
2탄도 1탄 못지 않다 맥컬리컬킨, 조페시, 다니엘스턴 이 조합은 진짜 전설은 아니고 레전드	0
잘 큰거는 어찌하건 부모가 이혼을 했어도 많이 도와주고 나쁜길로 빠지지 않게 남모르게 많이 노력한거다~ 방송으로 보여지는건 안좋을지 언정 집에서는 엄마 역할 제대로 하고있는거다~ 앞으로도 마음예쁘게 잘 자라길 ^^	0
처음에 김수미 나올 때..느낌이 안 좋았는데...역시...바로 채널 돌림.이상민이도 덕분에 못 봄.	1
에고 해외 토픽이네	0
KBS에서 이영자한테 대상준게 이해안됨 안녕하세요 시창률도 그닥인데 차라리 이동국을 주지 왜!	1
김고은 닮았네	0
여자 얼굴이 궁금햄	0
남자가 얼마나 속상했으면 저럴까... 같은 잘생기고 멋진 남자로서 이해한다	0
뭔 18 쳐먹다가 방송 끝내냐 그냥 혼자 쳐먹어 방송하지말고 면상은 생기다가 만년이 ㅉㅉㅉ	1
군대 가기 전에 군대 존나 두렵잖아	1
노인 공경도 안하는 논들한테 뭔 자리를 비켜줘! 임산부논들만 힘드냐?페미논들 진짜 역겨워.	1
박보검하고 드라마 진짜 아니예요 ㅡㅡ 아무리 방부제라도 ㅠㅠ 유부녀면 맞게 역할하시길	1
노사연도 저나이에 저정도면 진짜 관리잘하고 센스있는거지 평범한 줌마들이랑은 다르네	1
예서는 멘탈이 약한 아이입니다~ 잘 케어 해 주십쇼~!	0
응 라도 출신	1
양세형은 개그맨인데 괴짜, 또라이가 뭐 어때서? 그런 타이틀이 서운함 개그맨 못하지	1
영입추천한 새끼나 검증한새끼나 들어온년이나 전부 병신같다	1
상상력과 연출의 메인다쉬에 스토리와 감동의 디저트까지. 풍부한 식감을 갖춘 코스요리.	0
태생자체가 천박한 전라도핏줄ㅜㅜ..굳이 여기까지와서 천성인 분탕질ㅜㅜ...여기온 전라도 새끼들은 맺힌게 많은듯ㅜㅜ	1
매크로 방지하는거잇지않냐 그 신호등이나 횡단보도 구별하기 그런것도 뜷리나	0
핡♡ 강철중 완전 매력 포텐 덩어리 ♡♡♡	0
그건 니가 개보지년이어서 그런거 아닐까?	1
큰 딸 시애미 진짜 발암이다! 드라마니까 망정이지! 정말 피하고 싶은 타입!!!	1
진심 못생겼다...ㅉㅉ	1
오마쥬가 뭔진 앎?	0
내 인생 최고의 @영화@당당 NO.1...그리고,10년이 지난,지금도 여전히 그 가치는,@유효@하다.앞으로도,영원히,실사&애니 통틀어서,넘버원 주고 싶은,궁극의초걸작.메가테크 바디사를 능가하는,라이벌기업이 화교들이 세운,중국계 기업이라는게,충격적...	0
역시 중훈형님의 연기~김주혁도 추상미도 연기 ㅎㄷㄷ 잘봣내요 재미있게...	0
솔직히 박그네 탄핵시 여론에서 담배값 인상이 상당부분 영향을 미친 건 맞다	0
에어닷? 그 이어폰 되게 작은거 있는데 그거랑 	0
실존 인물이라니 짜릿하다! 천재 프랭크 애버그넬리!	0
저게 멋있냐? 난 저거 보면 할배가 큰사이즈 패딩 입은거 같이 보이는데	0
느그애미 수원에서 외노자 보지대주다가	1
임신했나보네 몸안좋아서 임신안되는줄 알았는데 우울하다 왜 딴따라들은 임신잘되고 나만안되는데	1
못생김	0
연분9등법은	0
언니들 너무 미스캐스팅 아니냐 ㅋㅋ 이모급이네	1
누구나 살짝씩 휘어있다 그래서 좌지우지라는 말이 거기서 나온거임	0
2차 대전의 명작영화 당시 97년도 극장에서 보고 많은 감명을 받은 영화	0
댓글로 페미한테 동조하는새끼들 보이노 역겹네보겸을 왜 까겠냐	1
그래도 사생활 깨끗하게 본인이 노력해서 돈 벌었다니까 잘 사신듯	0
안타깝지만 평소 생활습관이 독이된거같네요완치하시길바랍니다	0
나는 이 아이디 로긴 안 하니까 니 혼자 댓글 달고 지랄 쌈싸먹어라 어차피 안 보임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
리뷰관리  꼼꼼하게하는곳도 있더라	0
mon amour, ne me quitte pas...고전 신파 멜로의 최고봉.	0
ㅋㅋㅋ그러네	0
40대 이모라 집중이 안됨... 20살 초반으로좀 캐스팅좀 ㅠㅜㅠㅜ	1
진짜 땡기네 국수 ~~	0
누군지모르지만 요즘걸그룹창여들다발라버리네..	1
유승준도 죽길빈다	1
안재현 망 할 놈 얼마나 개망나니 같이 행동했으면 구혜선이 한를 품를까. 구혜선 인기보고 접근한놈 네 밥먹는 숟가락는 네돈으로 샀니, 거지 근성 , 거기도 주제에 바람끼, 애 더 러운 자 식 TV 에 나오지 마라, 비뚤어진 인성가진놈는 꺼 져 라	1
쟈아아아앙고오오오오 쟝고오오오 후리담 오 후리다아아아암	0
예스잼 굿구ㅛㅜ수구ㅛㅜㅅ	0
알타리맨,깍두기맨,갓김치맨 만들고 가주시지ㅠㅠ	1
한국판 사기가족을 전세계 에 널리 알린 영화..근데 내가 왜 부끄럽지	1
어우씾소름	1
어릴때 예쁜얼굴 그대로네~흥하길 바랍니다~^^	0
그래도 인정하는 모습이좋네	0
저번주 면접 보는거 보니까 잘해서 너무 부럽더라 ㅠㅠ	0
저톡방 그냥 있는데 초대하면 들어가게 되는거잖아 니네 톡방 안해봤냐 자기의도와 다르게 초대가 되서 멤버가 된것 뿐일수도 있잖아	0
47kg면 내 몸무겐데 난 소멸되겠다.ㅎㅎ	0
영화 포스팅 했습니다 ^^ http://blog.naver.com/hanainde/220012850005	0
진짜 tmi다..	0
"뭐 선천적으로 여성스럽거나 여자역할을 하고 싶어하는 동성애자들 그럴 수 있다고는 생각 드는데, 자기들이 옳다고 생각하는 것등 PC주의로 남한태 사상 강요하는것 개극혐. PC주의자 새끼들은 존나 말한마디 단어 하나하나 사소한거에 다 불편해 하는데, 본인들이 남에게 자기 생각 강요해서 다수 불편하게 만드는건 생각도 못함. 자신들의 사회에서 소수이기에 무조건 ""선""과 ""정의""의 편에 있다고 가정하기에, 남에 대해선 존나리 엄격하게 도덕적 평가 내리면서, 자신들의 행동에는 존나 관대하지. "	1
그 둘은 이미 돈에 연연할 단계가 아니라 그랬을거 같음..	0
사랑을향해 직진하는 김탄은 정말 멋진 캐릭터 두근두근 설렘임과 가슴에이는 아픔을 같이 느낄수있는 드라마여요 가능하면 진심으로...되게 멋진 김탄이 있는 드라마에 빠져보시길.,	0
짤방 팩트폭력 ㅆㅅㅌㅊ ㅠㅠ	0
반성해야함 배우는 한명도 노미네이트	0
섯다	0
존나 웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋ	1
그러니까 표정 관리 좀 하세요.	1
으음 살짝 봤는데 감동적임!~ 그런데 개념없는 1~5점은 ㅇ뭐임?ㅡ;ㄱ-	0
에휴 여편네가 얼마나 못났으면 종국이가2년동안 집을 두번들어 왔겠냐 똑같지뭐 성격파탄자들	1
누가 무슨 권리로 예쁘네마네 판단하며 까내리는지? 누군지도 모르겠다는 사람 욕하는 니네는 가치관이 어떻게 된건가? 지나가는 사람 면상에 욕하고 지나갈수 있는 인성이 쓰레기인 인간들인건가?	1
오이나 가지로 쑤시는건 여자애한테도 쉽게 가르칠 문제는 아닌데 동성애에 대해선 너무 나간 성교육이 아닌가 	0
이름이 미녀라..아무리봐도 미녀는없는데..	1
乃	0
안어울려~만나도 쇼윈도 연인이겠지~~ 결혼할려면 진즉했겠지~~둘다 여우들인데~~	1
어디가 청순?! 하도 고쳐서 얼굴이 인위적 그 자체구만! ㅋㅋㅋㅋ	1
신발머임 개이쁘	0
잼나우히히깔껄호롤류루	0
애초부터 김용호 걔는 <기생충>도 종북좌파의 산물이라고 말같지 않는 개소릴해대는 놈이어서 믿고 걸렀다.	1
한녀들 성형 안한 자연 외모로는 일본녀에 상대 못한다. 한녀들이 성형해서 눈크고 얼굴작게 하는데 일본녀는 원래 눈크고 얼굴작은게 베이스다.	1
파트라슈~ 뜨아아~~ 파트라슈~~ 보고싶어~	0
굳ㅠㅠㅠㅠㅠㅠbbbbbbbbbb	0
woaldlTsmsep	0
30 넘고 클럽가지 않냐....혼자 시끄럽고 어두운데서 독한 술 마시고 헤롱대는거 좋아해서 시간나면 간다...걍 혼자 술만 드립다 마심..그러다 토하고 다시 마시고..	0
개그맨 김경민 닮은다고 나만 느낌?	0
할머니가 문제네ㅉㅉ지딸이 왜 저렇게 됐겠어...그걸 모르고 손녀한테까지 정신 못 차리네ㅉ	1
가슴이 넘 아프네요~연기도 잘하고 정말예쁜배우였는데~~부디 편하게 가소서	0
진짜 악플 머냐? 그것도 어린아이 한테...악플쓰고 죄책감 안드는가? 가정교육이란걸 못받아서 그런가?아니면 그 부모의 그 자식?	1
젤 꼴뵈기싫은 커플.지들이머라고 시구에 고백에.주연급도 아니더만.여자는 얼굴알리기는 성공했네.	1
나중에 자식들이 다 알아볼텐데...	0
훔형 쿨타임 돌았구나인버스에 미쳐서 훔형 잊어먹고 살았어미안해 훔형..	0
1일1식보단 아침,점심만 먹고 저녁은 꾸준히 공복유지 하는게 건강에 더 좋은듯	0
내 생애 최고의 영화. 정말 최고의 영화..	0
프로그램 패지해라 ㅇㅇ	1
엠씨더맥스의 원러브 ost도 참 좋았는데다시 내게 돌아와~	0
머리가 아닌 온몸과 마음으로 본 영화. 내내 울면서 본다는 느김으로 보게됬음, 용재오닐 넘 멋지다. ㅎㅎ	0
ㄴㄴㄴ 일진 세키들이 오혼 존나게 함 	1
다니엘이 훨씬 아깝다.. 급에 맞게 사귀어야지 에효	1
시대를 읽지못하고 반대로 가네..;;; 참	0
이제 둘이다. 셋째만 갖자	0
이런 똥글 일베 올라오는거보니 ㅋㅋㅋ 일베수준보소	0
거 무슨영화지?	0
김원희씨~테클걸려는건 아니지만 남편분께서 그렇게 하실지 의문이네요.그래도 본인아이 한 명은 있어야하지 않을까 생각되네요.	0
이거 무슨 아이디 같지 않아요?	0
강선교사님의 헌신내려놓음도 멋지지만, 묵묵히 따르는 사모님의 모습이 아름다우세요	0
아이유 어제 사극연기씬은 놀라울정도로 대단했어요. 이젠 가수보다 배우가 더 잘어울리는듯	0
지연이 가수 활동하는건 프로임. 혼자 솔로 할때 포스 보면 요즘 아이돌이랑은 포스가 다름.	0
둘다못쓴다	0
수영할때 음파음파	0
지금 임현주 아나보고 부들거리는건 화장발 사진발 뒤에 숨은 꼴페미들인듯....지들보다 모든게 뛰어나니...	1
대박이에요ㅜㅜ준형오빠♥♥♥♥♥	0
어머니와 아버지가 꾼돈은 잘 해결했나?난 김태희는 좋은데 비는 정말 사기꾼같아서 별루	1
근데 실제 cpu gpu 확인해주는 프로그램으로 센타까보면 1060 8400 막 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋㅋ	0
재미있고재미있고재미있어	0
아니지 설아 진우가 잘되면 친구로서 태랑이도 힘듬...윤박이라는 배우가 필요없어짐...고로 설아 진우는 이어질수 없음	0
많은 암시가 있는 내용과 결말.. 가슴찡한 알리사의 사랑이야기~	0
타고남 + 노력이라는데 일단 기럭지가 타고나서 ㅆㅅㅌㅊ	0
의료수준은 예전부터 높았는데 제대로된 정부가 있으니 수준높은 의료시스템이 원활하게 작동되는겁니다.	0
기대기대	0
차예련 정말 예쁘다고 생각했는데 미우새에 나온거보니까 머리스타일 문제인지; 드라마에서 봤던 내가 아는모습과 뭔가 묘하게 덜 이뻐보이는것 같던데	0
이탈리아가 왜 저지경인지 단박에 알수가 있네...ㅋㅋㅋ	0
양지원이랑조정석은 옛날에 사귀었어어요 뮤지컬하면서 거미만나기전 조정석유명하기전에	0
당연한 결과	0
재밌다 굿 재밌다 굿굿쟁	0
혼자 갑치는군아	1
인터넷, 유튜브의 발달이 양날의 검임 ㅋㅋ근데 그만큼 또 빨리 사그라들고윾튜브처럼 도리어 뻔뻔하게 행동하면 위기가 기회로 바뀜 ㅋㅋ참 한국사람들 다루기 어렵지	0
어기여차 방아를 돌려라....	1
진짜 내 일도 아닌데 암 걸릴 거 같아서 못 보겠다 ㅋㅋㅋㅋ 백종원 대신 암 걸릴 거 같아	1
진심으로 토나온다 	1
이제 정말 10년이네요10년정도 지나면	0
한국여자들이 방송프로 다말아먹네	1
여자는 살찌면 성격도 난폭해지더라	1
뼈 붙는데는 개고기가 최고다~!!	1
The moment you hesitate, that's when you know you're finished.	0
알로하 항공은 섬들을 연결하는 초단거리  위주 항공사라 고도가 낮앗음 약 2만4천피트  였음근데 저것도 운좋은거임 ,  만약 금방 차륙못햇으면 저체온증에 쇼크사로 죽었을거야애초에  제트여객기는 속도가 빨라서 저정도로 외피가 까지면 바로 분해되는데 운좋았음	0
박보영 다리 왕무	1
제리케이형님 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
그로테스크한 표현이나 게리올드만배우의 연기력은 최고였음 !	0
무조건 황민 잘못이고 씻을 수 없는 일일 테지만,화물차는 왜 거기 있냐? 화물차 때문일 수도 있다.화물차도 조사해라,	1
그동안 애들 감성 팔아서 얼마나 벌었는지 국민들 앞에 낱낱이 공개하고 검찰은 문제가 없는지 특검 실시해라!그의 아내 양정원씨도 물론이고	1
팍팍 밀어주드만 이럴때 쓰는거야ㅋ 하튼 넌 과거가 대단해요~	1
내용 도 재미났구요, 이태리 풍경, 아름다운 영상 굿굿 !	0
장윤정 그냥 재수없는타입 여자가 억세고 드세보인다 도경한 깨갱거리며살것같다	1
위대한쇼가 더 잼나긴했어	0
공부해서 설계사되면 되는거아니냐	0
제발 부탁인데 가만히  있길 ㅡㅡ	0
하여가 아줌마들 드라마 보면서 감놔배놔 하는건 알아줘야 한다니까 ㅋㅋ 서현진 죽었다고 안본다고? 안보긴 개뿔.담주에도 TV에 눈깔 처박고 있을게 뻔하지.	1
굿굿 잘봤습니다~~ㅅ	0
국민 엠씨 가즈아	0
미국 확진자 조낸 많은데~ 입국 금지해야 한다고 외쳐야지~ 왜 갑자기 아닥하고 있는거지???	1
무현닮았네	0
쉬는게 도와주는거지만 한편 정석원도 말못할사연 커겠지	1
다 현장직들인데..	0
뉴욕에서 캐리 사만다 미란다 샬롯 진짜 살고있을것같은.. 드라마 영화 모두다 너무애정합니다	0
이 두 튀기들 좀 안 나왔으면 좋겠네. 꼴배기 싫어 진짜...	1
웃기고 있네 가세연이 정상이냐 박사모지	1
막상 마주치면 쫄보 새끼 마냥 쳐다도 못 볼 새끼가 조디만 살아가 ㅋㅋㅋ	1
흐흐 멋진 훈남 고등학생들의 특별한고교생활	0
참 아름다운 영화~숨어있는 진주같은 영화..	0
간통죄 폐지다 고로 법적으로 홍상수랑 김민희 사귀는건 아무런 결격사유가 없다...한번 사는인생 사랑하는 사람이랑 사겨야지 자식있다고 의무감으로 부인이랑 살 필요없다고 본다...난 홍상수 이해한다	1
사진보니 새삼이쁘네...예쁜아가낳고 행복하게 사세요~~	0
터질것 같아 조마조마 봤는데 	0
